3,1,3,3,8,2,5,2,5,1,no
4,1,4,1,10,3,1,2,6,1,no
3,5,6,1,13,3,1,2,5,1,yes
5,1,2,1,8,3,5,2,5,1,yes
4,1,13,3,3,4,1,2,4,1,no
7,2,5,1,6,3,1,2,4,1,yes
3,1,2,3,3,6,1,1,5,1,no
6,1,9,1,2,3,1,2,2,1,no
7,1,4,1,8,3,1,2,5,1,yes
4,4,1,1,9,3,1,2,5,1,no
3,1,4,3,9,4,1,1,4,1,no
5,1,4,1,8,3,1,2,5,1,yes
5,1,11,1,5,3,1,2,6,1,yes
3,6,2,3,3,2,1,2,3,1,no
5,1,4,1,9,1,1,1,4,1,no
4,1,4,5,8,6,1,1,3,1,no
4,1,1,1,1,3,1,2,5,1,yes
4,1,2,3,3,2,5,1,4,1,no
3,1,1,3,6,4,1,2,5,0,no
3,1,1,1,6,3,1,2,5,1,no
5,2,4,1,2,3,1,2,9,1,yes
3,1,4,3,9,2,1,2,3,1,no
3,1,4,4,8,6,5,2,6,1,no
6,1,4,1,2,3,1,2,4,1,no
4,2,2,3,6,4,1,2,7,1,no
5,6,2,1,5,3,5,2,4,1,yes
6,2,3,5,3,6,1,1,6,1,no
3,2,1,3,4,4,1,2,6,1,no
3,5,2,1,13,3,1,2,5,1,no
3,1,4,2,5,6,1,1,5,1,no
4,5,1,1,6,3,1,2,5,1,yes
3,1,15,3,12,4,1,2,6,0,no
2,1,13,3,8,4,1,2,5,1,no
3,1,4,3,2,2,1,2,5,1,no
7,1,11,1,6,3,1,2,6,1,yes
5,3,7,1,4,3,1,2,5,1,yes
4,1,4,1,10,3,1,2,5,1,no
3,1,3,1,3,3,1,2,5,1,no
3,6,2,3,10,2,1,2,4,1,no
3,1,7,1,6,1,1,1,4,1,yes
4,1,9,1,2,3,1,2,5,0,no
6,1,2,1,11,3,1,2,6,1,no
6,1,3,4,12,4,5,1,2,1,no
6,3,4,5,5,4,1,1,6,1,no
2,1,2,3,3,2,1,2,3,1,no
4,1,4,2,7,2,5,2,5,1,no
3,1,2,3,3,2,1,1,3,1,no
3,1,4,3,3,4,1,2,7,1,yes
4,1,8,6,5,4,1,2,6,0,no
3,1,2,3,9,2,1,1,5,1,no
7,1,4,1,2,3,1,2,5,1,no
4,5,1,1,5,3,1,2,6,1,yes
5,3,4,1,5,3,1,2,6,1,yes
4,1,4,1,7,3,1,2,5,1,no
4,1,1,3,5,4,1,1,6,1,no
4,1,2,2,4,4,1,2,5,1,no
3,1,11,3,5,4,1,1,5,1,no
4,1,4,3,8,2,1,1,5,1,no
5,5,4,2,9,4,1,1,5,1,no
5,3,6,1,2,3,1,2,7,1,yes
2,1,2,3,3,2,1,2,3,1,no
5,1,4,4,11,4,1,2,5,1,no
5,1,4,1,4,3,1,2,5,1,no
6,1,2,1,5,3,1,2,5,1,yes
5,1,7,1,1,3,1,2,5,1,no
4,1,4,1,8,3,1,2,5,0,no
3,1,2,4,7,4,1,1,5,1,no
5,1,2,1,2,3,4,2,5,0,no
5,1,4,1,8,3,1,2,6,1,no
7,3,4,1,4,3,1,2,4,1,no
6,1,4,1,11,3,1,2,5,1,no
3,1,2,3,9,4,1,1,5,1,no
5,3,2,1,8,3,1,2,6,1,no
3,1,1,3,5,4,1,2,5,1,no
3,1,2,4,3,4,1,2,5,1,no
4,2,2,1,2,3,1,2,6,1,no
5,1,4,4,8,4,1,1,5,1,no
3,4,3,3,3,2,1,1,2,1,no
6,1,4,1,4,3,1,2,6,1,yes
3,4,2,3,14,4,1,2,5,1,no
6,1,1,3,5,4,1,1,3,1,no
5,4,9,3,3,4,5,2,3,1,no
4,1,11,1,6,1,1,1,2,1,yes
6,4,1,2,9,4,1,2,5,1,no
4,1,11,3,3,4,3,2,5,1,no
3,1,4,3,7,2,1,2,5,1,no
3,1,1,3,5,2,1,1,5,1,no
5,1,13,1,10,3,1,2,5,1,no
6,1,4,1,11,3,1,2,5,1,yes
3,1,4,3,9,4,1,1,5,1,no
